			Id(Bk)Syl1	Id(Bk)Ft1	Id(Bk)	*F1	*F3	*F4	*F5	*B1	*B2	*B3	*B5	*F1_B1	*F1..._B1	*F1_B2	*F1..._B2	*F1_B3	*F1..._B3	*F1_B5	*F1..._B5	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*F3_B3	*F3..._B3	*F3_B5	*F3..._B5	*F4_B1	*F4..._B1	*F4_B2	*F4..._B2	*F4_B3	*F4..._B3	*F4_B5	*F4..._B5	*F5_B1	*F5..._B1	*F5_B2	*F5..._B2	*F5_B3	*F5..._B3	*F5_B5	*F5..._B5	*_B1F1	*_B1...F1	*_B1F3	*_B1...F3	*_B1F4	*_B1...F4	*_B1F5	*_B1...F5	*_B2F1	*_B2...F1	*_B2F3	*_B2...F3	*_B2F4	*_B2...F4	*_B2F5	*_B2...F5	*_B3F1	*_B3...F1	*_B3F3	*_B3...F3	*_B3F4	*_B3...F4	*_B3F5	*_B3...F5	*_B5F1	*_B5...F1	*_B5F3	*_B5...F3	*_B5F4	*_B5...F4	*_B5F5	*_B5...F5
	AI			 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ai		 1 	 1 	 1 				 1 				 1 																																																															 1 	 1 
	aI		 1 	 2 	 2 					 1 	 1 	 1 	 2 																																																																
Ao	Ao	 1 					 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	AO			 1 	 1 	 1 	 2 	 2 	 2 																																																																				
	ao		 1 	 1 	 1 							 1 	 2 																																																																
	aO		 1 	 2 	 2 	 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
Aa	Aa	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	AA			 1 	 1 		 2 	 2 	 2 																																																																				
	aa		 1 	 1 	 1 								 2 																																																																
	aA		 1 	 2 	 2 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
Au	Au	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	Ay			 1 	 1 		 2 	 2 	 2 																																																																				
	au		 1 	 1 	 1 								 2 																																																																
	ay		 1 	 2 	 2 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
ye	ye	 1 					 1 	 2 	 2 																																																																				
	yE			 1 	 1 		 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	ue		 1 	 1 	 1 			 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	uE		 1 	 2 	 2 						 1 	 1 	 2 																																																																
yi	yi	 1 					 1 	 1 	 2 																																																																				
	yI			 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	ui		 1 	 1 	 1 				 1 				 1 																																																															 1 	 1 
	uI		 1 	 2 	 2 					 1 	 1 	 1 	 2 																																																																
yo	yo	 1 					 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	yO			 1 	 1 	 1 	 2 	 2 	 2 																																																																				
	uo		 1 	 1 	 1 							 1 	 2 																																																																
	uO		 1 	 2 	 2 	 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
ya	ya	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yA			 1 	 1 		 2 	 2 	 2 																																																																				
	ua		 1 	 1 	 1 								 2 																																																																
	uA		 1 	 2 	 2 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
yu	yu	 1 					 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yy			 1 	 1 		 2 	 2 	 2 																																																																				
	uu		 1 	 1 	 1 								 2 																																																																
	uy		 1 	 2 	 2 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
ee	ee	 1 						 2 	 2 																																																																				
	eE			 1 	 1 			 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	Ee		 1 	 1 	 1 			 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	EE		 1 	 2 	 2 						 2 	 2 	 2 																																																																
ei	ei	 1 						 1 	 2 																																																																				
	eI			 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ei		 1 	 1 	 1 				 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	EI		 1 	 2 	 2 					 1 	 2 	 2 	 2 																																																																
eo	eo	 1 						 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	eO			 1 	 1 	 1 	 1 	 2 	 2 																																																																				
	Eo		 1 	 1 	 1 						 1 	 2 	 2 																																																																
	EO		 1 	 2 	 2 	 1 	 1 	 1 	 1 		 1 	 1 	 1 																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
ea	ea	 1 						 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	eA			 1 	 1 		 1 	 2 	 2 																																																																				
	Ea		 1 	 1 	 1 						 1 	 1 	 2 																																																																
	EA		 1 	 2 	 2 		 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
eu	eu	 1 						 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ey			 1 	 1 		 1 	 2 	 2 																																																																				
	Eu		 1 	 1 	 1 						 1 	 1 	 2 																																																																
	Ey		 1 	 2 	 2 		 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
ie	ie	 1 						 1 	 2 																																																																				
	iE			 1 	 1 				 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	Ie		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IE		 1 	 2 	 2 					 1 	 2 	 2 	 2 																																																																
ii	ii	 1 							 2 																																																																				
	iI			 1 	 1 				 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	Ii		 1 	 1 	 1 				 1 	 1 	 1 	 1 	 1 																																							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 
	II		 1 	 2 	 2 					 2 	 2 	 2 	 2 																																																																
io	io	 1 							 1 			 1 	 1 																													 1 	 1 	 1 	 1 																																
	iO			 1 	 1 	 1 	 1 	 1 	 2 																																																																				
	Io		 1 	 1 	 1 					 1 	 1 	 2 	 2 																																																																
	IO		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
ia	ia	 1 							 1 				 1 																															 1 	 1 																																
	iA			 1 	 1 		 1 	 1 	 2 																																																																				
	Ia		 1 	 1 	 1 					 1 	 1 	 1 	 2 																																																																
	IA		 1 	 2 	 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
iu	iu	 1 							 1 				 1 																															 1 	 1 																																
	iy			 1 	 1 		 1 	 1 	 2 																																																																				
	Iu		 1 	 1 	 1 					 1 	 1 	 1 	 2 																																																																
	Iy		 1 	 2 	 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
Ee	Ee	 1 						 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	EE			 1 	 1 						 2 	 2 	 2 																																																																
	ee		 1 	 1 	 1 			 2 	 2 																																																																				
	eE		 1 	 2 	 2 			 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
Ei	Ei	 1 							 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	EI			 1 	 1 					 1 	 2 	 2 	 2 																																																																
	ei		 1 	 1 	 1 			 1 	 2 																																																																				
	eI		 1 	 2 	 2 			 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
Eo	Eo	 1 									 1 	 2 	 2 																																																																
	EO			 1 	 1 	 1 	 1 	 1 	 1 		 1 	 1 	 1 																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	eo		 1 	 1 	 1 			 1 	 1 			 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	eO		 1 	 2 	 2 	 1 	 1 	 2 	 2 																																																																				
Ea	Ea	 1 									 1 	 1 	 2 																																																																
	EA			 1 	 1 		 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	ea		 1 	 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	eA		 1 	 2 	 2 		 1 	 2 	 2 																																																																				
Eu	Eu	 1 									 1 	 1 	 2 																																																																
	Ey			 1 	 1 		 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	eu		 1 	 1 	 1 			 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	ey		 1 	 2 	 2 		 1 	 2 	 2 																																																																				
oe	oe	 1 						 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oE			 1 	 1 						 1 	 2 	 2 																																																																
	Oe		 1 	 1 	 1 	 1 	 1 	 2 	 2 																																																																				
	OE		 1 	 2 	 2 	 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
oi	oi	 1 							 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	oI			 1 	 1 					 1 	 1 	 2 	 2 																																																																
	Oi		 1 	 1 	 1 	 1 	 1 	 1 	 2 																																																																				
	OI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
oo	oo	 1 										 2 	 2 																																																																
	oO			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 																																																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oo		 1 	 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	OO		 1 	 2 	 2 	 2 	 2 	 2 	 2 																																																																				
oa	oa	 1 										 1 	 2 																																																																
	oA			 1 	 1 		 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Oa		 1 	 1 	 1 	 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	OA		 1 	 2 	 2 	 1 	 2 	 2 	 2 																																																																				
ou	ou	 1 										 1 	 2 																																																																
	oy			 1 	 1 		 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	Ou		 1 	 1 	 1 	 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	Oy		 1 	 2 	 2 	 1 	 2 	 2 	 2 																																																																				
ae	ae	 1 						 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	aE			 1 	 1 						 1 	 1 	 2 																																																																
	Ae		 1 	 1 	 1 		 1 	 2 	 2 																																																																				
	AE		 1 	 2 	 2 		 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
ai	ai	 1 							 1 				 1 																																																															 1 	 1 
	aI			 1 	 1 					 1 	 1 	 1 	 2 																																																																
	Ai		 1 	 1 	 1 		 1 	 1 	 2 																																																																				
	AI		 1 	 2 	 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
ao	ao	 1 										 1 	 2 																																																																
	aO			 1 	 1 	 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Ao		 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	AO		 1 	 2 	 2 	 1 	 2 	 2 	 2 																																																																				
aa	aa	 1 											 2 																																																																
	aA			 1 	 1 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	Aa		 1 	 1 	 1 		 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	AA		 1 	 2 	 2 		 2 	 2 	 2 																																																																				
au	au	 1 											 2 																																																																
	ay			 1 	 1 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	Au		 1 	 1 	 1 		 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	Ay		 1 	 2 	 2 		 2 	 2 	 2 																																																																				
ue	ue	 1 						 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	uE			 1 	 1 						 1 	 1 	 2 																																																																
	ye		 1 	 1 	 1 		 1 	 2 	 2 																																																																				
	yE		 1 	 2 	 2 		 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
ui	ui	 1 							 1 				 1 																																																															 1 	 1 
	uI			 1 	 1 					 1 	 1 	 1 	 2 																																																																
	yi		 1 	 1 	 1 		 1 	 1 	 2 																																																																				
	yI		 1 	 2 	 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
uo	uo	 1 										 1 	 2 																																																																
	uO			 1 	 1 	 1 	 1 	 1 	 1 				 1 																																																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	yo		 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	yO		 1 	 2 	 2 	 1 	 2 	 2 	 2 																																																																				
ua	ua	 1 											 2 																																																																
	uA			 1 	 1 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	ya		 1 	 1 	 1 		 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yA		 1 	 2 	 2 		 2 	 2 	 2 																																																																				
uu	uu	 1 											 2 																																																																
	uy			 1 	 1 		 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	yu		 1 	 1 	 1 		 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	yy		 1 	 2 	 2 		 2 	 2 	 2 																																																																				
Oee	Oee	 1 				 1 	 1 	 3 	 3 																																																																				
	OeE				 1 	 1 	 1 	 2 	 2 		 1 	 1 	 1 				 1 		 1 		 1 				 1 		 1 		 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	OEe			 1 	 1 	 1 	 1 	 2 	 2 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	OEE			 1 	 2 	 1 	 1 	 1 	 1 		 2 	 2 	 2 			 1 	 2 	 1 	 2 	 1 	 2 			 1 	 2 	 1 	 2 	 1 	 2 			 1 	 2 	 1 	 2 	 1 	 2 			 1 	 2 	 1 	 2 	 1 	 2 																																
	oee		 1 	 1 	 1 			 2 	 2 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oeE		 1 	 1 	 2 			 1 	 1 		 1 	 2 	 2 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oEe		 1 	 2 	 2 			 1 	 1 		 1 	 2 	 2 																																													 1 	 1 	 1 	 1 					 1 	 2 	 1 	 2 					 1 	 2 	 1 	 2 
	oEE		 1 	 2 	 3 						 2 	 3 	 3 																																																																
Oei	Oei	 1 				 1 	 1 	 2 	 3 																																																																				
	OeI				 1 	 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 		 1 		 1 		 1 		 1 		 1 		 1 		 1 		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	OEi			 1 	 1 	 1 	 1 	 1 	 2 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 															 1 	 1 							 1 	 1 							 1 	 1 
	OEI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 2 	 2 	 2 		 1 	 1 	 2 	 1 	 2 	 1 	 2 		 1 	 1 	 2 	 1 	 2 	 1 	 2 		 1 	 1 	 2 	 1 	 2 	 1 	 2 		 1 	 1 	 2 	 1 	 2 	 1 	 2 																																
	oei		 1 	 1 	 1 			 1 	 2 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oeI		 1 	 1 	 2 			 1 	 1 	 1 	 1 	 2 	 2 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oEi		 1 	 2 	 2 				 1 		 1 	 2 	 2 																																															 1 	 1 							 1 	 2 							 1 	 2 
	oEI		 1 	 2 	 3 					 1 	 2 	 3 	 3 																																																																
Oeo	Oeo	 1 				 1 	 1 	 2 	 2 			 1 	 1 						 1 		 1 						 1 		 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																																
	OeO				 1 	 2 	 2 	 3 	 3 																																																																				
	OEo			 1 	 1 	 1 	 1 	 1 	 1 		 1 	 2 	 2 			 1 	 1 	 1 	 2 	 1 	 2 			 1 	 1 	 1 	 2 	 1 	 2 			 1 	 1 	 1 	 2 	 1 	 2 			 1 	 1 	 1 	 2 	 1 	 2 																																
	OEO			 1 	 2 	 2 	 2 	 2 	 2 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	oeo		 1 	 1 	 1 			 1 	 1 			 2 	 2 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oeO		 1 	 1 	 2 	 1 	 1 	 2 	 2 			 1 	 1 																																																		 1 		 1 	 1 	 1 	 1 	 1 		 1 		 1 	 1 	 1 	 1 	 1 
	oEo		 1 	 2 	 2 						 1 	 3 	 3 																																																																
